Año_mes,Celula,Asesor,0021_meta,0022_ventas,0031_ventas_mismo_mes,0032_ventas_mes_anterior,0033_ventas_0_a_100,0024_seg_atrasados,0025_seg_abiertos,0026_descartes_totales,0027_seg_creados_mismo_mes,0028_descartes_mismo_mes,00291_descartes_dia,00292_avg_seg_creados_dia,0023_%_cumplimiento,0045_%_Efectividad_SQL,0044_%_Ventas_mercadeo,0041_%_Ventas_leads_mes,0042_%_Ventas_leads_mes_anterior,0043_%_Ventas_leads_cero_a_cien,0029_%_descarte_mismo_mes,Año,numero_mes,nombre_mes
202111,DG5,A2,49.0,26.0,10.0,2.0,8.0,0.0,28.0,30.0,49.0,21.0,5.0,2.5,0.5306,0.2041,0.4615,0.3846,0.0769,0.3077,0.4286,2021,11,noviembre
202111,DG5,A13,83.0,36.0,16.0,4.0,8.0,2.0,32.0,59.0,66.0,31.0,7.0,3.3,0.4337,0.2424,0.5556,0.4444,0.1111,0.2222,0.4697,2021,11,noviembre
202111,DG5,A31,17.0,33.0,23.0,1.0,11.0,0.0,41.0,42.0,79.0,25.0,2.0,4.0,1.9412,0.2911,0.7273,0.697,0.0303,0.3333,0.3165,2021,11,noviembre
202111,DG5,A34,83.0,68.0,43.0,5.0,23.0,2.0,53.0,31.0,91.0,19.0,2.0,4.6,0.8193,0.4725,0.7059,0.6324,0.0735,0.3382,0.2088,2021,11,noviembre
202111,DG5,A49,83.0,16.0,6.0,1.0,2.0,3.0,11.0,50.0,35.0,23.0,3.0,1.8,0.1928,0.1714,0.4375,0.375,0.0625,0.125,0.6571,2021,11,noviembre
202111,DG5,A50,83.0,31.0,8.0,6.0,3.0,0.0,32.0,28.0,24.0,7.0,0.0,1.2,0.3735,0.3333,0.4516,0.2581,0.1935,0.0968,0.2917,2021,11,noviembre
202111,DG5,A53,17.0,24.0,19.0,1.0,5.0,0.0,21.0,29.0,55.0,21.0,3.0,2.8,1.4118,0.3455,0.8333,0.7917,0.0417,0.2083,0.3818,2021,11,noviembre
202111,DG5,A55,83.0,34.0,16.0,5.0,7.0,1.0,24.0,36.0,40.0,21.0,3.0,2.0,0.4096,0.4,0.6176,0.4706,0.1471,0.2059,0.525,2021,11,noviembre
202111,DG5,A64,83.0,43.0,19.0,4.0,9.0,0.0,26.0,60.0,66.0,34.0,9.0,3.3,0.5181,0.2879,0.5349,0.4419,0.093,0.2093,0.5152,2021,11,noviembre
202111,DG5,A79,83.0,51.0,14.0,9.0,5.0,27.0,70.0,8.0,46.0,7.0,0.0,2.3,0.6145,0.3043,0.451,0.2745,0.1765,0.098,0.1522,2021,11,noviembre
202111,DG5,A84,83.0,49.0,13.0,5.0,4.0,8.0,31.0,37.0,50.0,26.0,3.0,2.5,0.5904,0.26,0.3673,0.2653,0.102,0.0816,0.52,2021,11,noviembre
202111,DG5,A111,83.0,60.0,18.0,2.0,6.0,0.0,63.0,32.0,63.0,11.0,0.0,3.2,0.7229,0.2857,0.3333,0.3,0.0333,0.1,0.1746,2021,11,noviembre
202111,DG6,A6,83.0,63.0,24.0,3.0,14.0,0.0,43.0,70.0,88.0,39.0,7.0,4.4,0.759,0.2727,0.4286,0.381,0.0476,0.2222,0.4432,2021,11,noviembre
202111,DG6,A22,83.0,84.0,40.0,3.0,18.0,0.0,46.0,61.0,106.0,33.0,0.0,5.3,1.012,0.3774,0.5119,0.4762,0.0357,0.2143,0.3113,2021,11,noviembre
202111,DG6,A29,83.0,31.0,11.0,5.0,5.0,0.0,37.0,29.0,46.0,11.0,1.0,2.3,0.3735,0.2391,0.5161,0.3548,0.1613,0.1613,0.2391,2021,11,noviembre
202111,DG6,A30,17.0,27.0,8.0,3.0,3.0,4.0,11.0,30.0,41.0,18.0,1.0,2.1,1.5882,0.1951,0.4074,0.2963,0.1111,0.1111,0.439,2021,11,noviembre
202111,DG6,A48,83.0,100.0,52.0,22.0,18.0,0.0,49.0,2.0,106.0,2.0,1.0,5.3,1.2048,0.4906,0.74,0.52,0.22,0.18,0.0189,2021,11,noviembre
202111,DG6,A52,55.0,18.0,12.0,1.0,3.0,2.0,17.0,58.0,67.0,43.0,4.0,3.4,0.3273,0.1791,0.7222,0.6667,0.0556,0.1667,0.6418,2021,11,noviembre
202111,DG6,A56,83.0,38.0,6.0,3.0,3.0,0.0,16.0,50.0,39.0,22.0,5.0,2.0,0.4578,0.1538,0.2368,0.1579,0.0789,0.0789,0.5641,2021,11,noviembre
202111,DG6,A65,83.0,42.0,18.0,3.0,9.0,1.0,42.0,67.0,85.0,42.0,1.0,4.3,0.506,0.2118,0.5,0.4286,0.0714,0.2143,0.4941,2021,11,noviembre
202111,DG6,A73,83.0,48.0,11.0,1.0,7.0,1.0,21.0,26.0,29.0,13.0,0.0,1.5,0.5783,0.3793,0.25,0.2292,0.0208,0.1458,0.4483,2021,11,noviembre
202111,DG6,A76,49.0,44.0,17.0,6.0,9.0,0.0,64.0,37.0,54.0,11.0,0.0,2.7,0.898,0.3148,0.5227,0.3864,0.1364,0.2045,0.2037,2021,11,noviembre
202111,DG6,A89,83.0,52.0,15.0,3.0,7.0,0.0,26.0,47.0,52.0,25.0,3.0,2.6,0.6265,0.2885,0.3462,0.2885,0.0577,0.1346,0.4808,2021,11,noviembre
202111,DG6,A103,83.0,43.0,21.0,0.0,4.0,0.0,18.0,60.0,70.0,36.0,1.0,3.5,0.5181,0.3,0.4884,0.4884,0.0,0.093,0.5143,2021,11,noviembre
202111,DG6,A106,11.0,27.0,21.0,1.0,3.0,0.0,22.0,35.0,54.0,19.0,0.0,2.7,2.4545,0.3889,0.8148,0.7778,0.037,0.1111,0.3519,2021,11,noviembre
202111,DG6,A109,57.0,32.0,6.0,4.0,4.0,0.0,42.0,37.0,20.0,5.0,1.0,1.0,0.5614,0.3,0.3125,0.1875,0.125,0.125,0.25,2021,11,noviembre
202110,DG1,A7,83.0,49.0,12.0,1.0,6.0,2.0,8.0,24.0,43.0,19.0,0.0,2.2,0.5904,0.2791,0.2653,0.2449,0.0204,0.1224,0.4419,2021,10,octubre
202110,DG1,A16,83.0,40.0,13.0,4.0,10.0,9.0,67.0,38.0,54.0,17.0,0.0,2.7,0.4819,0.2407,0.425,0.325,0.1,0.25,0.3148,2021,10,octubre
202110,DG1,A19,83.0,55.0,17.0,2.0,9.0,3.0,24.0,29.0,54.0,23.0,0.0,2.7,0.6627,0.3148,0.3455,0.3091,0.0364,0.1636,0.4259,2021,10,octubre
202110,DG1,A26,83.0,36.0,12.0,3.0,5.0,11.0,27.0,33.0,50.0,21.0,0.0,2.5,0.4337,0.24,0.4167,0.3333,0.0833,0.1389,0.42,2021,10,octubre
202110,DG1,A37,83.0,33.0,8.0,1.0,4.0,5.0,40.0,47.0,65.0,26.0,0.0,3.3,0.3976,0.1231,0.2727,0.2424,0.0303,0.1212,0.4,2021,10,octubre
202110,DG1,A57,83.0,23.0,6.0,5.0,4.0,8.0,26.0,24.0,26.0,8.0,0.0,1.3,0.2771,0.2308,0.4783,0.2609,0.2174,0.1739,0.3077,2021,10,octubre
202110,DG1,A71,83.0,40.0,18.0,6.0,11.0,3.0,73.0,51.0,93.0,8.0,0.0,4.7,0.4819,0.1935,0.6,0.45,0.15,0.275,0.086,2021,10,octubre
202110,DG1,A91,83.0,24.0,8.0,5.0,1.0,0.0,23.0,34.0,38.0,16.0,0.0,1.9,0.2892,0.2105,0.5417,0.3333,0.2083,0.0417,0.4211,2021,10,octubre
202110,DG1,A99,83.0,54.0,10.0,3.0,4.0,4.0,24.0,32.0,40.0,19.0,0.0,2.0,0.6506,0.25,0.2407,0.1852,0.0556,0.0741,0.475,2021,10,octubre
202110,DG1,A112,83.0,36.0,20.0,2.0,11.0,2.0,45.0,73.0,77.0,29.0,0.0,3.9,0.4337,0.2597,0.6111,0.5556,0.0556,0.3056,0.3766,2021,10,octubre
202110,DG2,A4,10.0,5.0,3.0,0.0,1.0,5.0,14.0,21.0,31.0,19.0,0.0,1.6,0.5,0.0968,0.6,0.6,0.0,0.2,0.6129,2021,10,octubre
202110,DG2,A8,83.0,20.0,6.0,2.0,5.0,0.0,19.0,26.0,26.0,6.0,0.0,1.3,0.241,0.2308,0.4,0.3,0.1,0.25,0.2308,2021,10,octubre
202110,DG2,A38,83.0,53.0,25.0,12.0,13.0,12.0,43.0,64.0,99.0,39.0,0.0,5.0,0.6386,0.2525,0.6981,0.4717,0.2264,0.2453,0.3939,2021,10,octubre
202110,DG2,A45,83.0,70.0,36.0,7.0,21.0,0.0,58.0,58.0,98.0,25.0,0.0,4.9,0.8434,0.3673,0.6143,0.5143,0.1,0.3,0.2551,2021,10,octubre
202110,DG2,A51,83.0,21.0,9.0,2.0,5.0,4.0,23.0,20.0,28.0,3.0,0.0,1.4,0.253,0.3214,0.5238,0.4286,0.0952,0.2381,0.1071,2021,10,octubre
202110,DG2,A58,10.0,11.0,9.0,0.0,1.0,1.0,21.0,9.0,34.0,8.0,0.0,1.7,1.1,0.2647,0.8182,0.8182,0.0,0.0909,0.2353,2021,10,octubre
202110,DG2,A62,83.0,56.0,22.0,4.0,10.0,1.0,45.0,58.0,81.0,30.0,0.0,4.1,0.6747,0.2716,0.4643,0.3929,0.0714,0.1786,0.3704,2021,10,octubre
202110,DG2,A68,83.0,59.0,20.0,5.0,10.0,58.0,46.0,91.0,92.0,49.0,0.0,4.6,0.7108,0.2174,0.4237,0.339,0.0847,0.1695,0.5326,2021,10,octubre
202110,DG2,A93,83.0,48.0,10.0,3.0,2.0,0.0,35.0,21.0,46.0,9.0,0.0,2.3,0.5783,0.2174,0.2708,0.2083,0.0625,0.0417,0.1957,2021,10,octubre
202110,DG2,A96,83.0,32.0,8.0,1.0,2.0,0.0,31.0,36.0,50.0,20.0,0.0,2.5,0.3855,0.16,0.2812,0.25,0.0312,0.0625,0.4,2021,10,octubre
202110,DG2,A97,83.0,29.0,16.0,4.0,10.0,14.0,19.0,41.0,54.0,23.0,0.0,2.7,0.3494,0.2963,0.6897,0.5517,0.1379,0.3448,0.4259,2021,10,octubre
202110,DG2,A101,83.0,30.0,11.0,2.0,4.0,4.0,47.0,37.0,47.0,17.0,0.0,2.4,0.3614,0.234,0.4333,0.3667,0.0667,0.1333,0.3617,2021,10,octubre
202110,DG2,A107,41.0,34.0,24.0,2.0,10.0,40.0,21.0,47.0,70.0,32.0,0.0,3.5,0.8293,0.3429,0.7647,0.7059,0.0588,0.2941,0.4571,2021,10,octubre
202110,DG3,A15,83.0,60.0,13.0,2.0,8.0,0.0,38.0,31.0,53.0,16.0,0.0,2.7,0.7229,0.2453,0.25,0.2167,0.0333,0.1333,0.3019,2021,10,octubre
202110,DG3,A23,83.0,43.0,16.0,3.0,6.0,0.0,34.0,29.0,44.0,15.0,0.0,2.2,0.5181,0.3636,0.4419,0.3721,0.0698,0.1395,0.3409,2021,10,octubre
202110,DG3,A41,83.0,33.0,13.0,0.0,2.0,0.0,83.0,21.0,65.0,4.0,0.0,3.3,0.3976,0.2,0.3939,0.3939,0.0,0.0606,0.0615,2021,10,octubre
202110,DG3,A59,41.0,26.0,13.0,2.0,7.0,0.0,23.0,41.0,53.0,30.0,0.0,2.7,0.6341,0.2453,0.5769,0.5,0.0769,0.2692,0.566,2021,10,octubre
202110,DG3,A63,35.0,37.0,10.0,5.0,3.0,1.0,14.0,26.0,30.0,9.0,0.0,1.5,1.0571,0.3333,0.4054,0.2703,0.1351,0.0811,0.3,2021,10,octubre
202110,DG3,A73,83.0,36.0,9.0,3.0,3.0,1.0,29.0,38.0,52.0,28.0,0.0,2.6,0.4337,0.1731,0.3333,0.25,0.0833,0.0833,0.5385,2021,10,octubre
202110,DG3,A78,83.0,26.0,15.0,3.0,5.0,1.0,25.0,46.0,55.0,23.0,0.0,2.8,0.3133,0.2727,0.6923,0.5769,0.1154,0.1923,0.4182,2021,10,octubre
202110,DG3,A85,83.0,50.0,9.0,3.0,2.0,0.0,42.0,41.0,44.0,18.0,0.0,2.2,0.6024,0.2045,0.24,0.18,0.06,0.04,0.4091,2021,10,octubre
202110,DG3,A95,83.0,50.0,25.0,3.0,11.0,0.0,30.0,79.0,98.0,57.0,0.0,4.9,0.6024,0.2551,0.56,0.5,0.06,0.22,0.5816,2021,10,octubre
202110,DG3,A98,83.0,47.0,23.0,8.0,11.0,0.0,54.0,47.0,72.0,21.0,0.0,3.6,0.5663,0.3194,0.6596,0.4894,0.1702,0.234,0.2917,2021,10,octubre
202110,DG3,A108,83.0,41.0,16.0,3.0,6.0,0.0,38.0,40.0,70.0,29.0,0.0,3.5,0.494,0.2286,0.4634,0.3902,0.0732,0.1463,0.4143,2021,10,octubre
202110,DG4,A21,83.0,42.0,13.0,4.0,7.0,5.0,18.0,36.0,43.0,23.0,0.0,2.2,0.506,0.3023,0.4048,0.3095,0.0952,0.1667,0.5349,2021,10,octubre
202110,DG4,A25,83.0,24.0,12.0,6.0,6.0,1.0,38.0,45.0,58.0,21.0,0.0,2.9,0.2892,0.2069,0.75,0.5,0.25,0.25,0.3621,2021,10,octubre
202110,DG4,A32,35.0,17.0,9.0,4.0,3.0,1.0,47.0,42.0,55.0,14.0,0.0,2.8,0.4857,0.1636,0.7647,0.5294,0.2353,0.1765,0.2545,2021,10,octubre
202110,DG4,A39,83.0,44.0,22.0,5.0,5.0,0.0,52.0,55.0,76.0,25.0,0.0,3.8,0.5301,0.2895,0.6136,0.5,0.1136,0.1136,0.3289,2021,10,octubre
202110,DG4,A44,83.0,32.0,17.0,3.0,5.0,0.0,21.0,21.0,36.0,10.0,0.0,1.8,0.3855,0.4722,0.625,0.5312,0.0938,0.1562,0.2778,2021,10,octubre
202110,DG4,A46,83.0,51.0,11.0,7.0,8.0,0.0,41.0,33.0,44.0,17.0,0.0,2.2,0.6145,0.25,0.3529,0.2157,0.1373,0.1569,0.3864,2021,10,octubre
202110,DG4,A47,83.0,15.0,5.0,1.0,1.0,0.0,30.0,17.0,25.0,7.0,0.0,1.3,0.1807,0.2,0.4,0.3333,0.0667,0.0667,0.28,2021,10,octubre
202110,DG4,A54,41.0,34.0,17.0,1.0,7.0,14.0,39.0,33.0,68.0,19.0,0.0,3.4,0.8293,0.25,0.5294,0.5,0.0294,0.2059,0.2794,2021,10,octubre
202110,DG4,A77,83.0,17.0,9.0,2.0,5.0,0.0,11.0,24.0,25.0,8.0,0.0,1.3,0.2048,0.36,0.6471,0.5294,0.1176,0.2941,0.32,2021,10,octubre
202110,DG4,A81,83.0,18.0,8.0,2.0,3.0,2.0,23.0,31.0,35.0,10.0,0.0,1.8,0.2169,0.2286,0.5556,0.4444,0.1111,0.1667,0.2857,2021,10,octubre
202110,DG4,A82,41.0,31.0,3.0,1.0,1.0,0.0,61.0,33.0,69.0,18.0,0.0,3.5,0.7561,0.0435,0.129,0.0968,0.0323,0.0323,0.2609,2021,10,octubre
202110,DG4,A83,83.0,73.0,39.0,11.0,19.0,0.0,63.0,54.0,94.0,17.0,0.0,4.7,0.8795,0.4149,0.6849,0.5342,0.1507,0.2603,0.1809,2021,10,octubre
202110,DG5,A2,35.0,27.0,9.0,2.0,5.0,2.0,20.0,33.0,38.0,21.0,0.0,1.9,0.7714,0.2368,0.4074,0.3333,0.0741,0.1852,0.5526,2021,10,octubre
202110,DG5,A13,83.0,31.0,10.0,1.0,1.0,0.0,38.0,41.0,52.0,21.0,0.0,2.6,0.3735,0.1923,0.3548,0.3226,0.0323,0.0323,0.4038,2021,10,octubre
202110,DG5,A31,10.0,13.0,10.0,0.0,4.0,0.0,8.0,33.0,51.0,32.0,0.0,2.6,1.3,0.1961,0.7692,0.7692,0.0,0.3077,0.6275,2021,10,octubre
202110,DG5,A34,83.0,51.0,41.0,3.0,22.0,1.0,37.0,59.0,104.0,42.0,0.0,5.2,0.6145,0.3942,0.8627,0.8039,0.0588,0.4314,0.4038,2021,10,octubre
202110,DG5,A36,38.0,28.0,8.0,1.0,5.0,0.0,27.0,10.0,29.0,7.0,0.0,1.5,0.7368,0.2759,0.3214,0.2857,0.0357,0.1786,0.2414,2021,10,octubre
202110,DG5,A49,83.0,30.0,13.0,3.0,8.0,8.0,41.0,43.0,61.0,23.0,0.0,3.1,0.3614,0.2131,0.5333,0.4333,0.1,0.2667,0.377,2021,10,octubre
202110,DG5,A50,83.0,25.0,11.0,1.0,3.0,1.0,39.0,48.0,68.0,31.0,0.0,3.4,0.3012,0.1618,0.48,0.44,0.04,0.12,0.4559,2021,10,octubre
202110,DG5,A53,10.0,8.0,6.0,0.0,1.0,1.0,9.0,26.0,38.0,24.0,0.0,1.9,0.8,0.1579,0.75,0.75,0.0,0.125,0.6316,2021,10,octubre
202110,DG5,A55,83.0,35.0,10.0,4.0,4.0,0.0,31.0,28.0,35.0,15.0,0.0,1.8,0.4217,0.2857,0.4,0.2857,0.1143,0.1143,0.4286,2021,10,octubre
202110,DG5,A64,83.0,29.0,15.0,1.0,8.0,0.0,29.0,42.0,73.0,31.0,0.0,3.7,0.3494,0.2055,0.5517,0.5172,0.0345,0.2759,0.4247,2021,10,octubre
202110,DG5,A79,83.0,46.0,14.0,8.0,6.0,23.0,48.0,52.0,48.0,9.0,0.0,2.4,0.5542,0.2917,0.4783,0.3043,0.1739,0.1304,0.1875,2021,10,octubre
202110,DG5,A84,83.0,41.0,7.0,11.0,1.0,0.0,31.0,41.0,40.0,21.0,0.0,2.0,0.494,0.175,0.439,0.1707,0.2683,0.0244,0.525,2021,10,octubre
202110,DG5,A111,83.0,56.0,14.0,3.0,4.0,1.0,40.0,34.0,57.0,21.0,0.0,2.9,0.6747,0.2456,0.3036,0.25,0.0536,0.0714,0.3684,2021,10,octubre
202110,DG6,A6,83.0,57.0,13.0,5.0,6.0,0.0,40.0,27.0,50.0,18.0,0.0,2.5,0.6867,0.26,0.3158,0.2281,0.0877,0.1053,0.36,2021,10,octubre
202110,DG6,A22,83.0,99.0,30.0,8.0,14.0,0.0,39.0,47.0,84.0,24.0,0.0,4.2,1.1928,0.3571,0.3838,0.303,0.0808,0.1414,0.2857,2021,10,octubre
202110,DG6,A29,42.0,24.0,18.0,2.0,12.0,0.0,30.0,18.0,40.0,5.0,0.0,2.0,0.5714,0.45,0.8333,0.75,0.0833,0.5,0.125,2021,10,octubre
202110,DG6,A30,10.0,6.0,6.0,0.0,4.0,0.0,15.0,25.0,44.0,25.0,0.0,2.2,0.6,0.1364,1.0,1.0,0.0,0.6667,0.5682,2021,10,octubre
202110,DG6,A48,83.0,74.0,47.0,10.0,13.0,0.0,49.0,31.0,102.0,9.0,0.0,5.1,0.8916,0.4608,0.7703,0.6351,0.1351,0.1757,0.0882,2021,10,octubre
202110,DG6,A52,41.0,13.0,10.0,1.0,3.0,0.0,16.0,71.0,68.0,45.0,0.0,3.4,0.3171,0.1471,0.8462,0.7692,0.0769,0.2308,0.6618,2021,10,octubre
202110,DG6,A56,83.0,46.0,13.0,4.0,4.0,0.0,34.0,28.0,44.0,14.0,0.0,2.2,0.5542,0.2955,0.3696,0.2826,0.087,0.087,0.3182,2021,10,octubre
202110,DG6,A65,83.0,51.0,24.0,5.0,8.0,0.0,40.0,40.0,61.0,19.0,0.0,3.1,0.6145,0.3934,0.5686,0.4706,0.098,0.1569,0.3115,2021,10,octubre
202110,DG6,A75,59.0,22.0,6.0,4.0,2.0,2.0,30.0,25.0,21.0,7.0,0.0,1.1,0.3729,0.2857,0.4545,0.2727,0.1818,0.0909,0.3333,2021,10,octubre
202110,DG6,A76,35.0,41.0,15.0,3.0,8.0,0.0,69.0,34.0,60.0,7.0,0.0,3.0,1.1714,0.25,0.439,0.3659,0.0732,0.1951,0.1167,2021,10,octubre
202110,DG6,A89,83.0,45.0,13.0,3.0,7.0,4.0,40.0,38.0,50.0,13.0,0.0,2.5,0.5422,0.26,0.3556,0.2889,0.0667,0.1556,0.26,2021,10,octubre
202110,DG6,A103,83.0,35.0,18.0,3.0,12.0,4.0,26.0,35.0,64.0,25.0,0.0,3.2,0.4217,0.2812,0.6,0.5143,0.0857,0.3429,0.3906,2021,10,octubre
202110,DG6,A109,83.0,21.0,5.0,1.0,4.0,0.0,70.0,24.0,46.0,3.0,0.0,2.3,0.253,0.1087,0.2857,0.2381,0.0476,0.1905,0.0652,2021,10,octubre
202109,DG1,A7,57.0,40.0,17.0,1.0,4.0,0.0,9.0,39.0,59.0,32.0,2.0,2.7,0.7018,0.2881,0.45,0.425,0.025,0.1,0.5424,2021,9,septiembre
202109,DG1,A16,29.0,11.0,9.0,0.0,6.0,30.0,73.0,5.0,23.0,1.0,0.0,1.0,0.3793,0.3913,0.8182,0.8182,0.0,0.5455,0.0435,2021,9,septiembre
202109,DG1,A19,57.0,52.0,25.0,1.0,12.0,14.0,17.0,41.0,68.0,29.0,0.0,3.1,0.9123,0.3676,0.5,0.4808,0.0192,0.2308,0.4265,2021,9,septiembre
202109,DG1,A26,57.0,36.0,10.0,3.0,3.0,7.0,25.0,27.0,39.0,12.0,1.0,1.8,0.6316,0.2564,0.3611,0.2778,0.0833,0.0833,0.3077,2021,9,septiembre
202109,DG1,A37,57.0,23.0,5.0,0.0,3.0,1.0,32.0,29.0,38.0,15.0,1.0,1.7,0.4035,0.1316,0.2174,0.2174,0.0,0.1304,0.3947,2021,9,septiembre
202109,DG1,A57,57.0,13.0,7.0,0.0,4.0,2.0,30.0,51.0,33.0,8.0,0.0,1.5,0.2281,0.2121,0.5385,0.5385,0.0,0.3077,0.2424,2021,9,septiembre
202109,DG1,A71,57.0,41.0,28.0,1.0,13.0,2.0,60.0,35.0,98.0,14.0,0.0,4.5,0.7193,0.2857,0.7073,0.6829,0.0244,0.3171,0.1429,2021,9,septiembre
202109,DG1,A91,57.0,26.0,22.0,2.0,9.0,0.0,33.0,55.0,72.0,26.0,1.0,3.3,0.4561,0.3056,0.9231,0.8462,0.0769,0.3462,0.3611,2021,9,septiembre
202109,DG1,A99,57.0,46.0,16.0,1.0,5.0,0.0,29.0,38.0,63.0,27.0,2.0,2.9,0.807,0.254,0.3696,0.3478,0.0217,0.1087,0.4286,2021,9,septiembre
202109,DG1,A112,57.0,49.0,24.0,3.0,11.0,0.0,64.0,50.0,97.0,32.0,0.0,4.4,0.8596,0.2474,0.551,0.4898,0.0612,0.2245,0.3299,2021,9,septiembre
202109,DG2,A8,57.0,20.0,10.0,2.0,5.0,0.0,30.0,31.0,42.0,11.0,0.0,1.9,0.3509,0.2381,0.6,0.5,0.1,0.25,0.2619,2021,9,septiembre
202109,DG2,A38,57.0,66.0,35.0,8.0,12.0,8.0,47.0,49.0,90.0,25.0,1.0,4.1,1.1579,0.3889,0.6515,0.5303,0.1212,0.1818,0.2778,2021,9,septiembre
202109,DG2,A45,57.0,66.0,42.0,6.0,22.0,0.0,61.0,66.0,103.0,28.0,1.0,4.7,1.1579,0.4078,0.7273,0.6364,0.0909,0.3333,0.2718,2021,9,septiembre
202109,DG2,A51,57.0,19.0,11.0,6.0,5.0,0.0,45.0,39.0,61.0,19.0,1.0,2.8,0.3333,0.1803,0.8947,0.5789,0.3158,0.2632,0.3115,2021,9,septiembre
202109,DG2,A54,31.0,18.0,10.0,1.0,3.0,0.0,23.0,64.0,74.0,46.0,1.0,3.4,0.5806,0.1351,0.6111,0.5556,0.0556,0.1667,0.6216,2021,9,septiembre
202109,DG2,A62,57.0,51.0,22.0,2.0,17.0,1.0,40.0,59.0,82.0,32.0,0.0,3.7,0.8947,0.2683,0.4706,0.4314,0.0392,0.3333,0.3902,2021,9,septiembre
202109,DG2,A68,57.0,66.0,17.0,7.0,13.0,0.0,66.0,108.0,112.0,55.0,0.0,5.1,1.1579,0.1518,0.3636,0.2576,0.1061,0.197,0.4911,2021,9,septiembre
202109,DG2,A93,57.0,68.0,12.0,4.0,6.0,0.0,20.0,64.0,38.0,16.0,0.0,1.7,1.193,0.3158,0.2353,0.1765,0.0588,0.0882,0.4211,2021,9,septiembre
202109,DG2,A96,57.0,23.0,9.0,3.0,5.0,0.0,25.0,38.0,46.0,20.0,3.0,2.1,0.4035,0.1957,0.5217,0.3913,0.1304,0.2174,0.4348,2021,9,septiembre
202109,DG2,A97,57.0,28.0,13.0,3.0,6.0,5.0,25.0,31.0,49.0,17.0,1.0,2.2,0.4912,0.2653,0.5714,0.4643,0.1071,0.2143,0.3469,2021,9,septiembre
202109,DG2,A101,57.0,33.0,11.0,9.0,5.0,0.0,47.0,61.0,70.0,31.0,1.0,3.2,0.5789,0.1571,0.6061,0.3333,0.2727,0.1515,0.4429,2021,9,septiembre
202109,DG2,A107,31.0,30.0,20.0,2.0,11.0,4.0,15.0,35.0,55.0,23.0,1.0,2.5,0.9677,0.3636,0.7333,0.6667,0.0667,0.3667,0.4182,2021,9,septiembre
202109,DG3,A15,57.0,34.0,15.0,2.0,10.0,1.0,26.0,70.0,77.0,44.0,0.0,3.5,0.5965,0.1948,0.5,0.4412,0.0588,0.2941,0.5714,2021,9,septiembre
202109,DG3,A23,57.0,41.0,8.0,4.0,2.0,0.0,21.0,40.0,41.0,16.0,1.0,1.9,0.7193,0.1951,0.2927,0.1951,0.0976,0.0488,0.3902,2021,9,septiembre
202109,DG3,A29,57.0,16.0,13.0,3.0,6.0,0.0,26.0,47.0,42.0,16.0,0.0,1.9,0.2807,0.3095,1.0,0.8125,0.1875,0.375,0.381,2021,9,septiembre
202109,DG3,A59,31.0,28.0,12.0,6.0,7.0,0.0,24.0,33.0,48.0,19.0,2.0,2.2,0.9032,0.25,0.6429,0.4286,0.2143,0.25,0.3958,2021,9,septiembre
202109,DG3,A63,21.0,21.0,6.0,1.0,5.0,4.0,24.0,46.0,53.0,27.0,3.0,2.4,1.0,0.1132,0.3333,0.2857,0.0476,0.2381,0.5094,2021,9,septiembre
202109,DG3,A73,57.0,30.0,6.0,3.0,2.0,1.0,20.0,36.0,40.0,19.0,2.0,1.8,0.5263,0.15,0.3,0.2,0.1,0.0667,0.475,2021,9,septiembre
202109,DG3,A78,57.0,23.0,12.0,3.0,5.0,2.0,34.0,39.0,54.0,20.0,0.0,2.5,0.4035,0.2222,0.6522,0.5217,0.1304,0.2174,0.3704,2021,9,septiembre
202109,DG3,A85,57.0,40.0,11.0,1.0,6.0,0.0,63.0,33.0,49.0,17.0,0.0,2.2,0.7018,0.2245,0.3,0.275,0.025,0.15,0.3469,2021,9,septiembre
202109,DG3,A95,57.0,41.0,18.0,6.0,7.0,0.0,30.0,64.0,84.0,45.0,1.0,3.8,0.7193,0.2143,0.5854,0.439,0.1463,0.1707,0.5357,2021,9,septiembre
202109,DG3,A98,57.0,48.0,27.0,4.0,14.0,0.0,57.0,73.0,109.0,36.0,2.0,5.0,0.8421,0.2477,0.6458,0.5625,0.0833,0.2917,0.3303,2021,9,septiembre
202109,DG3,A108,57.0,43.0,14.0,4.0,9.0,0.0,27.0,48.0,59.0,32.0,2.0,2.7,0.7544,0.2373,0.4186,0.3256,0.093,0.2093,0.5424,2021,9,septiembre
202109,DG4,A21,57.0,37.0,17.0,3.0,5.0,3.0,25.0,33.0,47.0,15.0,2.0,2.1,0.6491,0.3617,0.5405,0.4595,0.0811,0.1351,0.3191,2021,9,septiembre
202109,DG4,A25,57.0,36.0,10.0,4.0,8.0,0.0,41.0,53.0,67.0,27.0,6.0,3.0,0.6316,0.1493,0.3889,0.2778,0.1111,0.2222,0.403,2021,9,septiembre
202109,DG4,A32,23.0,20.0,18.0,0.0,8.0,1.0,42.0,34.0,66.0,15.0,3.0,3.0,0.8696,0.2727,0.9,0.9,0.0,0.4,0.2273,2021,9,septiembre
202109,DG4,A39,57.0,35.0,25.0,3.0,13.0,0.0,43.0,67.0,87.0,35.0,3.0,4.0,0.614,0.2874,0.8,0.7143,0.0857,0.3714,0.4023,2021,9,septiembre
